sroilga tashrif buyurdi.", "paraphrase_2": "Yaqin Sharqdagi tinchlik muzokaralarini qo‘llab-quvvatlash uchun Robert Geyts va Jorj Mitchell Isroilda dushanba kuni ko‘rishdilar."},
{"text": "AQSh elchisi Jorj Mitchell seshanba kuni Isroil Bosh vaziri Benyamin Netanyaxu bilan Yaqin Sharqdagi barcha o", "paraphrase_1": "Seshanba kuni Jorj Mitchell Isroil Bosh vaziri Benyamin Netanyaxu bilan yaqin sharqdagi tinchlik jarayonini ilgari surish maqsadida uchrashdi.", "paraphrase_2": "AQSh elchisi Jorj Mitchell Isroil Bosh vaziri Benyamin Netanyaxuga mintaqaviy tinchlikka erishish uchun barcha tomonlarni harakatga undadi."},
{"text": "Britaniya hukumatining bank xoldinglarini nazorat qiluvchi Uk moliyaviy investitsiyalar seshanba kuni boshqaruvning yangi rais bilan silkinishi va uning bosh ijrochi direktori ketishini e", "paraphrase_1": "Seshanba kuni Britaniyaning Uk moliyaviy investitsiyalar idorasi boshqaruv raisining yangi tayinlanishi va bosh ijrochi direktorining isteʼfosi haqida xabar berdi.", "paraphrase_2": "Uk moliyaviy investitsiyalar boshqaruvida oʻzgarishlar boʻldi: seshanba kuni yangi rais tayinlandi va bosh direktor lavozimidan ketdi."},
{"text": "Ikki kompaniya seshanba kuni ma\\", "paraphrase_1": "Seshanba kuni e\\", "paraphrase_2": "Abu-Dabi sayyohlik sanoati yangi bosqichga qadam qo\\"},
{"text": "Eron hukumati seshanba kuni o", "paraphrase_1": "Seshanba kuni Eron hukumati o", "paraphrase_2": "Parlament deputati xabariga ko"},
{"text": "Seshanba kuni advokatning aytishicha, Gollivud studiyalari Pirate Bay fayl almashish veb-saytini uning asoschilari mualliflik huquqi bilan bog‘liq jinoyatlar uchun hukm qilinganidan keyin ham qaroqchilik materiallarini tarqatishda ayblab sudga berishmoqda.", "paraphrase_1": "Gollivud studiyalari Pirate Bay asoschilari hukm olinganiga qaramay, bu saytda qaroqchilik materiallari tarqatilayotganligi sabab uni sudga bermoqchi, dedi seshanba kuni advokat.", "paraphrase_2": "Advokatning seshanba kungi bayonotiga ko‘ra, Gollivud studiyalari mualliflik huquqini buzuvchi materiallarni tarqatishda ayblab Pirate Bay ga qarshi sudga ariza berishmoqda, garchi uning asoschilari avval hukm qilingan bo‘lsalar ham."},
{"text": "Amerika Qo", "paraphrase_1": "Yuqori martabali amaldorlarning xabar berishicha, AQSh va Xitoy seshanba kuni global iqtisodiyotni jonlantirish maqsadida erkin savdo masalalarini muhokama qiladilar.", "paraphrase_2": "Seshanba kuni bo"},
{"text": "Germaniyaning eng yirik banki seshanba kuni moliyaviy bozorlar yaxshilangani sababli ikkinchi chorakdagi foyda 89 foizga oshganini, ammo investorlar yomon kreditlar bo", "paraphrase_1": "Germaniyaning eng yirik banki ikkinchi chorakda moliyaviy bozorlarning yaxshilanishi tufayli 89 foizga foyda oshganini eʼlon qildi, biroq yomon kreditlar haqidagi investorlar xavotiri aksiyalarning narxini pasaytirib yubordi.", "paraphrase_2": "Seshanba kuni Germaniyaning yetakchi banki ikkinchi chorakda foyda 89 foizga oshganini bildirdi, ammo yomon kreditlar bo‘yicha investorlar protesto qilgani sababli ularning aksiyalari narxi pasaydi."},
{"text": "Sacha Baron Koenning yangi filmi \"Bruno\"da terrorchi sifatida tasvirlangan falastinlik erkak, seshanba kuni filmdan mamnun bo‘lmaganini bildirib, sudga murojaat qilish niyatida ekanligini ma’lum qildi.", "paraphrase_1": "Falastinlik erkak \"Bruno\" filmidagi o‘z tasviridan norozilik bildirib, sudga berishga tayyor.", "paraphrase_2": "Sacha Baron Koenning \"Bruno\" filmi falastinlik erkakning norozchiligi va sudga berish tahdidiga sabab bo‘ldi."},
{"text": "Italiyaning kasallangan qurilish guruhi kreditor banklar bilan 532 million yevrolik qutqaruv rejasini kelishib oldi, deya kompaniya seshanba kuni xabar qildi.", "paraphrase_1": "Seshanba kuni e’lon qilinganidek, Italiyaning muammoli qurilish kompaniyasi kreditor banklar bilan 532 million yevrolik qutqaruv rejasiga rozi bo‘ldi.", "paraphrase_2": "Italiyaning qiyinchilikda bo‘lgan qurilish kompaniyasi kreditor banklar bilan 532 million yevrolik qutqaruv chora-tadbirini kelishdi va bu haqda seshanba kuni ma’lumot berdi."},
{"text": "Britaniya hukumati Afgʻonistonda halokatlar koʻpayayotgan bir paytda ikki yarador askarga kompensatsiya miqdori ustidan apellyatsiya berdi.", "paraphrase_1": "Afgʻonistondagi qurbonlar soni ortayotganida, Britaniya hukumati ikki yarador harbiyga beriladigan tovon miqdori borasida protest bildirdi.", "paraphrase_2": "Britaniya hukumati Afgʻonistondagi vaziyat yomonlashayotgan bir vaqtda, ikki yaralangan askarning kompensatsiya toʻlovlariga rozilik bermadi va apellyatsiya qildi."},
{"text": "Eron hukumati seshanba kuni o", "paraphrase_1": "Qonunchining maʼlum qilishicha, Eron hukumati seshanba kuni oʻtgan oydagi prezidentlik saylovlari ortidan Tehron qamoqxonasida saqlanayotgan 658 nafar norozilik namoyishchisini ozod etdi.", "paraphrase_2": "Oʻtgan oydagi bahsli prezidentlik saylovlaridan soʻng seshanba kuni Eron hukumati Tehron qamoqxonasida hibsga olingan 658 namoyishchini ozod qildi, bu haqda parlament aʼzosi xabar bermoqda."},
{"text": "Seshanba kuni BMTning Afg‘onistondagi oliy mulozimi Tolibonni saylovlarga xalaqit bermaslikka chaqirdi, chunki jangarilar to‘qqiz kishini o‘ldirgan, prezident saylovoldi tashviqoti rahbariga pistirma uyushtirgan va BMT qarorgohini raketa otgan.", "paraphrase_1": "Afg‘onistonda BMT vakili Tolibonni saylovlarga aralashmaslikka da’vat qildi, bu da’vat jangarilar tomonidan sodir etilgan zo‘ravonliklar – to‘qqiz kishining o‘ldirilishi, prezidentlik nomzodining targ‘ibot rahbariga suiqasd suig‘uri va BMT binosiga raketa hujumi ortidan berildi.", "paraphrase_2": "Tolibon tomonidan amalga oshirilgan bir qator hujumlar (to‘qqiz kishining o‘ldirilishi, saylov kampiyasi rahbariga suiqasd tashabbusi va BMT bosh qarorgohiga raketali hujum) fonida BMTning Afg‘onistondagi vakili Tolibonga saylov jarayoniga xalaqit bermaslikni talab qildi."},
{"text": "O‘t o‘chiruvchilar seshanba kuni Ispaniyaning shimoli-sharqida shiddatli o‘rmon yong‘inlari bilan kurashdilar, oltita o‘t o‘chiruvchining o‘limiga sabab bo‘lgan bir haftalik harakatlardan so‘ng yong‘inlarni nazoratga oldilar, dedi rasmiylar.", "paraphrase_1": "Ispaniyaning shimoli-sharqida bir hafta davomida davom etgan o‘rmon yong‘inlari seshanba kuni o‘t o‘chiruvchilar tomonidan nazoratga olindi, afsuski, oltita o‘t o‘chiruvchi halok bo‘ldi.", "paraphrase_2": "Rasmiylar ma\\"},
{"text": "AQShning Pokiston va Afgʻonistondagi elchisi seshanba kuni Yevropa Ittifoqi davlatlarini chegara yaqinidagi janglardan qochgan odamlarga yordamni kuchaytirishga chaqirdi va inqiroz isyonchilarga qarshi kurashga salbiy taʼsir qilishi mumkinligi haqida ogohlantirdi.", "paraphrase_1": "Seshanba kuni AQSh elchisi Yevropa Ittifoqidan chegara hududidagi harbiy harakatlar oqibatida koʻchirilgan shaxslarga koʻproq yordam berishni soʻradi. U, shuningdek, bu vaziyat isyonchilarga qarshi kurashni susaytirishi mumkin, deya ogohlantirdi.", "paraphrase_2": "AQShning Pokiston va Afgʻonistondagi vakili Yevropa Ittifoqini chegara atrofida nizolar natijasida qochganlarga yordam berishga undadi va inqirozning isyonchilarga afzallik berishi mumkinligi haqida xabar berdi."},
{"text": "Seshanba kuni rasmiylarning aytishicha, Irlandiya bolalar zo", "paraphrase_1": "Irlandiya hukumati cherkov boshqaruvidagi bolalar uylarida sodir etilgan zo", "paraphrase_2": "Cherkovga qarashli muassasalarda o"},
{"text": "O‘tgan bahorda Estoniyaning Tallin hayvonot bog‘ida tug‘ilgan uchta juda kam uchraydigan Amur Leopard bolalari bizda va Britaniya hayvonot bog‘larida yangi uylarga ega bo‘ladi, deya xabar beradi Estoniya muassasasi.", "paraphrase_1": "Estoniya muassasasi xabariga ko‘ra, o‘tgan bahorda Tallin hayvonot bog‘ida uchta noyob Amur Leopard bolasi tug‘ildi va ular endi bizning hamda Britaniya hayvonot bog‘larida yashashadi.", "paraphrase_2": "Tallin hayvonot bog‘ida dunyoga kelgan uchta Amur Leopard bolasi Estoniya muassasasi tomonidan bizning va Britaniya hayvonot bog‘lariga topshirildi."},
{"text": "Abu-Dabi sarmoyaviy guruhi dunyodagi birinchi tijorat koinot sayohati operatorining ulushini sotib olishga rozilik berib, sayyohlarni koinotga chiqarish poygasiga qoʻshildi, dedi seshanba kuni ikki kompaniya.", "paraphrase_1": "Seshanba kuni berilgan xabariga koʻra, Abu-Dabi sarmoyaviy guruhi koinotga sayyohlar tashishni maqsad qilgan birinchi tijorat operatorining ulushini sotib oldi.", "paraphrase_2": "Abu-Dabi sarmoyaviy guruhi koinot sayohatlari bozoriga kirib keldi va dunyodagi birinchi tijorat koinot sayohati operatorining ulushini sotib olganini seshanba kuni eʼlon qildi."},
{"text": "Eron oliy rahbari Oyatulloh Ali Xomanaiy o", "paraphrase_1": "Oyatulloh Ali Xomanaiy muxolifatga nisbatan ogohlantirib, seshanba kuni bahsli prezidentlik saylovlari ortidan hibsga olinganlarni ushlab turgan qamoqni yopishga farmon berdi.", "paraphrase_2": "Seshanba kuni Eron oliy rahbari Oyatulloh Ali Xomanaiy o"},
{"text": "Seshanba kuni qurolli shaxslar notinch janubdagi nazorat-o‘tkazish punktiga hujum qilishi oqibatida to‘rt yaman askari halok bo‘ldi.", "paraphrase_1": "Notinch janubda seshanba kuni sodir bo‘lgan hujumda to‘rt yaman askari vafot etdi.", "paraphrase_2": "Seshanba kuni janubdagi nazorat punktiga qilingan qurolli hujum qurboni bo‘lgan yamanlik to‘rt harbiy xizmatchi halok bo‘ldi."},
{"text": "Nigeriya shimolidagi bu shaharda bir kun avval xavfsizlik kuchlari va islomiy radikallar o‘rtasidagi to‘qnashuvlar oqibatida 504 dan ortiq kishi halok bo‘lganidan keyin ikkinchi kun davom etayotgan janglar davom etmoqda.", "paraphrase_1": "Nigeriya shimolidagi shaharda xavfsizlik kuchlari bilan islomiy radikallar o‘rtasidagi to‘qnashuvlardan keyin ikkinchi kun ham janglar davom etmoqda, halok bo‘lganlar soni 504 dan oshdi.", "paraphrase_2": "Xavfsizlik kuchlari va islomiy radikallar o‘rtasidagi to‘qnashuv Nigeriya shimolidagi bir shaharda ikkinchi kungacha davom etmoqda, bir kun oldin 504 dan ortiq kishi halok bo‘ldi."},
{"text": "Eron ichki ishlar vazirligi seshanba kuni ma\\", "paraphrase_1": "O\\", "paraphrase_2": "Eron ichki ishlar vazirligining seshanba kuni bergan xabariga ko\\"},
{"text": "Sudanlik jurnalist ayol chorshanba kuni Xartumda odobsiz kiyim kiygani uchun 36 marta kaltaklanishga tayyorlanmoqda, 13 nafar ayol esa Islom qonunlariga qarshi xuddi shunday jinoyatlar uchun qamchilangan.", "paraphrase_1": "Chorshanba kuni Sudanning Xartum shahrida bir jurnalist odobsiz kiyim kiygani uchun 36 zarba bilan kaltaklanishi mumkin, shuningdek, 13 ayol Islom qonunlariga rioya qilmagani uchun qamchilandi.", "paraphrase_2": "Sudanda bir ayol jurnalist odobsiz libos kiygani uchun kaltaklanish jazosiga tortilishi, boshqa 13 ayol esa Islom qonunchiligi talablariga javob bermaganligi uchun qamchilanish jazosini oldi."},
{"text": "Janubiy Afrika politsiyasi seshanba kuni politsiya mashinalarini toshbo", "paraphrase_1": "Seshanba kuni Janubiy Afrika politsiyasi 938 ga yaqin namoyishchini, ular politsiya mashinalariga tosh otib, ko‘chalarini bloklaganini aniqlaganidan so‘ng, rezina o‘qlari bilan tarqatib yubordi.", "paraphrase_2": "938 ga yaqin namoyishchi Janubiy Afrika politsiyasi mashinalariga tosh otib, ko‘chalarni to‘sib qo‘ygach, politsiya ularga seshanba kuni rezina o‘qlari bilan javob berdi."},
{"text": "Seshanba kuni Afg‘onistondagi qonli urushning so‘nggi qurbonlarini xotirlash uchun yuzlab odamlar yig‘ilgan bu ingliz shaharchasida jangovar charchoqdagi askarlar onalar va bolalar bilan aralashishdi.", "paraphrase_1": "Jangovar charchoqdagi askarlar onalar va bolalar bilan birlashib, seshanba kuni Afg‘onistondagi qonli urush qurbonlarini xotirlash marosimida ingliz shaharchasida yuzlab odamlar ishtirok etishdi.", "paraphrase_2": " Ingliz shaharchasida seshanba kuni o‘tkazilgan tadbirda Afg‘onistondagi qonli urush qurbonlari xotirlandi, unda jangovar charchoqdagi askarlar bilan onalar va bolalar ham ishtirok etishdi."},
{"text": "AQSh Mudofaa vaziri Robert Geyts seshanba kuni bosh vazir Nuri al Malikiy bilan uchrashib, Iroq jamiyatlarini qo‘shinlar 2015 yil oxirigacha mamlakatni tark etguncha siyosiy kelishmovchiliklarni hal qilishga undadi.", "paraphrase_1": "Robert Geyts Iroqdagi siyosiy beqarorlikni bartaraf etish maqsadida Nuri al Malikiy bilan uchrashdi va AQSh qo‘shinlari 2015 yil oxirigacha Iroqni tark etishini bildirdi.", "paraphrase_2": "AQSh Mudofaa vaziri Robert Geyts Nuri al Malikiy bilan bo‘lgan uchrashuvida Iroqning siyosiy manfaatlariga erishish uchun 2015 yil oxirigacha qo‘shinlarni olib chiqish shartligini ta’kidladi."},
{"text": "Minglab Gurxa faxriylari va ularning oilalari seshanba kuni Sharqiy Nepalda to", "paraphrase_1": "Sharqiy Nepalda seshanba kuni minglab Gurxa faxriylari va ularning oilalari Britaniyaga ko‘chish uchun ruxsat olishlariga yordam bergan aktrisa Joanna Lumleyni tabriklab, yig‘ilish o‘tkazishdi.", "paraphrase_2": "Joanna Lumley Britaniyaning Gurxa faxriylariga ko‘chish uchun ruxsat olishlariga yordam bergani munosabati bilan Sharqiy Nepalda seshanba kuni unga tabrik tadbiri qilib berildi."},
{"text": "Koʼpchilik britaniyaliklar Afgʼonistondagi tobora qonli boʼlib borayotgan urushni yengib boʼlmaydi, deb hisoblaydi va qoʼshinlarni olib chiqib ketilishini istaydi, seshanba kuni oʼtkazilgan soʼrov natijalariga koʼra, koʼproq askar jasadlari uylariga olib ketilgan.", "paraphrase_1": "Afgʼonistondagi urush hukmronlik qilayotgan qon toʼkilishiga endi chek kelmaydi, degan fikrda koʼpchilik britaniyaliklar qoʼshinlarni olib chiqishga harakat qilishni kutmoqda, chunki seshanba kuni eʼlon qilingan soʼrov natijalari koʼproq britaniyalik askarlar vafot etganini koʼrsatdi.", "paraphrase_2": "Seshanba kuni oʻtkazilgan soʻrovga koʻra, Afgʻonistondagi qonli urushga yechim topilmasligini hisoblagan koʻpchilik britaniyaliklar qoʻshinlarni olib chiqishni talab qilmoqda, muhim jarohatlar va qurbonlar soni ortib bormoqda."},
{"text": "Hindiston Kashmir bosh vaziri Umar Abdulla seshanba kuni o‘zini jinsiy janjalga aloqadorligi haqidagi asossiz ayblovlar tufayli iste’foga chiqardi.", "paraphrase_1": "Umar Abdulla, Kashmir bosh vaziri, seshanba kuni unga qo‘yilgan yolg‘on e’lonlar oqibatida lavozimidan ketdi.", "paraphrase_2": "Seshanba kuni Kashmir bosh vaziri Umar Abdulla jinsiy janjalga oid asosiz ayblovlar sabab iste’foga chiqishga majbur bo‘ldi."},
{"text": "AQShning Sprint Nextel telekom kompaniyasi Virgin Mobile USA’ni 276 million dollarga sotib olishga kelishdi, bu haqda kompaniyalar seshanba kuni xabar berdilar.", "paraphrase_1": "Seshanba kuni eʼlon qilingan bitimga ko‘ra, Sprint Nextel Virgin Mobile USA’ni 276 million dollarga sotib oladi.", "paraphrase_2": "Virgin Mobile USA 276 million dollarlik birja bitimi orqali Sprint Nextel kompaniyasiga sotildi, bu haqda kompaniyalar seshanba kuni xabar qildilar."},
{"text": "Eron muxolifatga prezident Mahmud Ahmadinejodning qayta saylanganidan keyin noroziliklarda halok bo", "paraphrase_1": "Fars agentligining xabariga ko‘ra, Ichki ishlar vazirligi Eron muxolifatining prezident saylovlaridan keyingi noroziliklarda halok bo‘lganlar uchun motam marosimi o‘tkazish so‘rovini rad etdi.", "paraphrase_2": "Seshanba kuni Fars agentligi Eron hukumati muxolifatning halok bo‘lgan norozilar uchun motam marosimi o‘tkazishiga izn bermaganini ma’lum qildi."},
{"text": "Hindiston seshanba kuni o\\", "paraphrase_1": "Olti kishining halok bo\\", "paraphrase_2": "Hindistonning eng katta metro loyihasida sodir bo\\"},
{"text": "Seshanba kuni Yevropa aerokosmik giganti Eads o\\", "paraphrase_1": "Eads kompaniyasi A400M harbiy transportining kechikishlariga qaramay, ikkinchi chorakda 899 million evro sof foyda orttirib, 12 foizga o\\", "paraphrase_2": "Ikkinchi chorakda Eads aerokosmik giganti 12 foizga o\\"},
{"text": "Seshanba kuni Hindiston aktsiyalari 7,72 foizga arzonlashdi, chunki markaziy bank asosiy foiz stavkalarini o", "paraphrase_1": "Markaziy bank foiz stavkalarini saqlab qolganiga va inflyatsiya prognozlarini oshirganiga javoban, seshanba kuni Hindiston aktsiyalarining narxi 7,72 foizga tushdi, deya xabar berdi dilerlar.", "paraphrase_2": "Dilerlarning so‘zlariga ko‘ra, Hindiston markaziy banki asosiy foiz stavkalarini o‘zgartirmasdan inflyatsiya prognozlarini ko‘tarib yuborgani sababli seshanba kuni Hindiston aktsiyalari 7,72 foizga arzonladi."},
{"text": "Seshanba kuni taxminan 2811 kishi Kiyev bo‘ylab diniy kortejda rus pravoslav cherkovi rahbarining tashrifiga norozilik bildirish va mustaqil Ukraina cherkovini yaratishga chaqirish uchun yurish qildi.", "paraphrase_1": "Kiyevda seshanba kuni 2811 ga yaqin odam rus pravoslav cherkovi vakilining tashrifiga qarshi namoyish o‘tkazib, mustaqil Ukraina cherkovini tashkil etish talabi bilan yurish qildi.", "paraphrase_2": "Seshanba kuni Kiyev shahrida mingga yaqin odam rus pravoslav cherkovi boshlig‘ining kelishiga norozilik bildirib, Ukraina avtokefal cherkovi yaratilishini talab qilib, diniy kortej tashkil etdi."},
{"text": "BMT qochqinlar agentligi seshanba kuni Yamanga xavfli dengiz orqali o", "paraphrase_1": "Somalilik qochqinlar Yamanga dengiz orqali o’tishga urinishlari avvalgi kundan ham ortib bormoqda, deya BMT qochqinlar agentligi seshanba kuni bildirdi. Sentabr oyida ham bu vaziyat davom etishi kutilmoqda.", "paraphrase_2": "BMT ma’lumotlariga ko‘ra, Yamanga dengiz orqali xavfli yo’l bilan o’tishga harakat qilayotgan somalilik qochqinlar soni ortib bormoqda va sentabr oyida bu tendensiya saqlanib qolishi mumkin."},
{"text": "Seshanba kuni Nepalda so‘nggi ikki kun ichida kuchli musson yomg‘irlari sabab bo‘lgan ko‘chki va toshqinlar oqibatida kamida 28 kishi halok bo‘ldi.", "paraphrase_1": "Nepalda seshanba kuni yomg‘ir yog‘ishi oqibatida kelib chiqqan ko‘chki va toshqinlarda kamida 28 odam vafot etdi.", "paraphrase_2": "So‘nggi ikki kunda Nepalda kuchli musson yomg‘irlari sababli ko‘chki va toshqin yuz berib, 28 kishidan oshiq odam halok bo‘ldi."},
{"text": "Seshanba kuni tashrif buyurgan Xitoy rasmiysi Tayvanni Xitoy ommaviy axborot vositalariga u erda doimiy byuro ochishga ruxsat berishga chaqirdi, chunki Bog", "paraphrase_1": "Xitoy rasmiysi seshanba kuni Tayvandan Bogʻoz boʻylab aloqalar yaxshilayotganini inobatga olib, oʻz matbuot idoralarini ochishga rozilik soʻradi.", "paraphrase_2": "Bogʻoz boʻylab munosabatlar izlanishda davom etayotgani sababli, seshanba kuni Tayvanga tashrif buyurgan Xitoy vakili Tayvan hududida Xitoy OAV byurosi tashkil etilishini qoʻllab-quvvatladi."},
